id,Name,titleProject_id,class,score
8083187436,Прилепина Яна Максимовна,30,10в,5
8612822063,Ведищев Никита Георгиевич,365,7и,5
10749391698,Самчева Вероника Борисовна,287,10г,3
10813956608,Пирцхалова Карина Леонидовна,452,10г,5
8401801246,Павлочев Денис Борисович,432,11д,5
12017501670,Арашкова Екатерина Евгеньевна,356,8х,None
13112282092,Байсарова Людмила Василевна,215,11и,2
7900444563,Кудекина Зинаида Игоревна,250,10и,3
10758140420,Дерналов Виталий Викторович,1,9г,4
10947964647,Сазинова Галина Романовна,61,9и,3
10632197382,Остаченова Марина Эдуардовна,229,9т,5
9541181907,Битюкова Яна Егоровна,488,9и,4
10849539128,Иваницкий Константин Борисович,232,8д,5
9352325179,Белянский Владислав Игоревич,74,11б,5
9149960657,Баранкин Артём Алексеевич,382,9т,2
10270859311,Шкабанова Софья Вадимовна,499,9х,4
8262544523,Полозлов Денис Адамович,155,8т,3
10293311044,Жунина Светлана Михайловна,162,8в,3
8465803906,Пантыкин Борис Игоревич,245,9х,2
11234112480,Доутова Марина Богдановна,189,11х,2
7661797760,Трещалова Яна Андреевна,330,8б,3
10673740728,Ивашечкин Александр Данилович,390,10т,4
11617981504,Мазьянова Инна Богдановна,416,11в,4
9596549205,Корогев Николай Евгеньевич,184,8б,5
10811659739,Заидова Галина Максимовна,88,9т,4
9498530035,Рамхин Кирилл Алексиевич,459,9х,4
9997868604,Кизбабаев Эдуард Фёдорович,415,11т,2
9814478138,Соурчаков Ярослав Валериевич,268,8б,2
10805489596,Мотяшева Алена Михайловна,404,7т,2
7652883945,Горшкова Наталия Яковлевна,340,11а,2
8337566547,Зябрицкий Игорь Виталиевич,332,7а,5
7176358232,Шельдяев Игорь Юриевич,97,7д,5
11247674104,Шмелькин Максим Викторович,483,9т,5
9552945278,Жалкин Алексей Алексеевич,43,7а,3
9010652375,Худасов Денис Максимович,70,10д,2
9870497695,Швичкова Наталья Эдуардовна,398,7г,4
7187887664,Едская Жанна Валерьевна,436,11в,4
11244586002,Поморзина Полина Евгеньевна,122,7д,4
8357063708,Будачева Кира Олеговна,55,11х,4
7729903790,Молкаев Василий Валериевич,216,8д,2
10479417869,Яцынин Константин Тимофеевич,285,7г,2
8580989895,Маховиков Василий Петрович,391,7х,4
9536941212,Шаметова Евгения Вадимовна,463,7а,2
10325622275,Законнова Жанна Евгеньевна,442,11и,None
11576849886,Перчихин Аркадий Тимофеевич,164,10т,3
8372426417,Бурдасова Ксения Игоревна,203,9а,3
10380151839,Киссин Степан Иванович,251,7х,5
8223859107,Вапилина Мария Егоровна,77,7д,2
8163224714,Сигутина Дарья Федоровна,458,7б,2
10593352599,Сошьяков Альберт Фёдорович,17,7т,4
10778095951,Лугахина Клара Вадимовна,419,8в,4
9178058097,Логецкий Анатолий Виталиевич,372,11б,4
8693242531,Ковайкова Юлия Егоровна,75,10г,2
12676175785,Вермутский Валерий Петрович,447,9и,5
8970825848,Россомахов Олег Юриевич,56,8в,2
12414649739,Циплакова Екатерина Егоровна,471,9б,5
7450852694,Квятцева Алла Никитична,138,11в,2
11595963420,Выхухолева Лариса Василевна,384,8б,5
10476771083,Целохов Андрей Вадимович,433,8и,5
8223931012,Бендин Иван Яковлевич,71,8и,4
12018096483,Лазученков Василий Алексеевич,381,7х,2
10405868783,Скоропухов Михаил Василиевич,69,10и,3
10423709884,Мухонкин Тарас Романович,126,9и,4
10186064929,Камерцев Владимир Кириллович,303,7а,3
8187071386,Сандрыкина Анна Олеговна,324,10т,2
11313724824,Недбайлов Алексей Денисович,15,7т,2
10080265812,Серпков Ярослав Георгиевич,380,10б,4
10844966416,Хатшуклов Аркадий Николаевич,42,11т,4
7577983958,Литвалиева Алиса Егоровна,10,11и,3
8024779126,Енесина Лиза Валерьевна,293,9б,5
10687421938,Пикальков Эдуард Алексиевич,21,8д,5
12503115876,Сачинский Валентин Кириллович,125,10т,2
10933191541,Тарзанова Евгения Аркадьевна,96,9д,2
9305491600,Лапундин Юрий Игоревич,267,8и,5
7514072600,Личева Лиза Михайловна,453,9б,3
10219396343,Смароверов Яков Борисович,131,11в,4
10852976844,Вереина Алла Василевна,295,10и,3
11525553086,Погиблева Дарья Леонидовна,283,9в,5
11157041789,Байнова Анастасия Вадимовна,363,7б,3
10124427013,Шиловский Вячеслав Максимович,438,9и,4
7454648833,Сыждиков Пётр Василиевич,494,11х,5
9860005145,Каценова Алёна Эдуардовна,165,11т,2
11205324025,Мужицких Ева Олеговна,348,8х,3
6273993513,Плеснецов Степан Юрьевич,22,10а,2
7750950235,Игумнова Алёна Сергеевна,114,9д,4
10596217872,Хадаров Владимир Валериевич,278,11т,5
8274090601,Ступакова Кира Ивановна,421,8и,3
10423555968,Шоленинов Федор Максимович,286,11т,4
10160659793,Гундаров Руслан Николаевич,158,9д,4
9841615470,Гречишева Марина Андреевна,464,7д,2
9193220654,Утилова Алена Андреевна,253,11д,3
10197105852,Роткичева Алиса Максимовна,410,10а,4
11088355891,Колтышева Марина Вадимовна,87,11г,4
8406826164,Гурычева Лариса Валерьевна,489,9б,2
8326598367,Горцева Кристина Никитична,246,8и,4
10447430313,Кутурин Геннадий Денисович,197,9в,2
8799434787,Стефанков Яков Евгеньевич,318,10г,3
10296495721,Множина Людмила Василевна,90,8б,2
9715367127,Семисалов Георгий Иванович,316,9в,3
8991616046,Рогалов Альберт Валериевич,327,9б,2
9404233814,Черетаева Анастасия Олеговна,341,9б,2
10122726669,Радоминова Любовь Игоревна,25,9и,5
8229503904,Шувырина Лиза Андреевна,395,9а,5
11030811950,Калиженков Семён Алексеевич,401,11а,4
13810069039,Старокашин Константин Петрович,309,10а,3
8344034809,Малтоцов Аркадий Яковлевич,218,8а,3
7931222377,Кузеванова Ева Егоровна,116,7д,2
8524408867,Нурулина Алёна Егоровна,284,9х,2
10195013446,Лератов Герасим Сергеевич,374,10а,4
8027952800,Людин Руслан Аркадиевич,498,7и,3
9937843699,Пурин Виктор Данилович,154,8и,5
7054154828,Лютов Виктор Юрьевич,288,11г,2
9401572632,Марюшкина Яна Федоровна,345,10д,5
11342135428,Томилова Кристина Михайловна,492,11б,3
10330927607,Дистерев Валерий Валериевич,24,7г,3
10370915580,Дочкин Геннадий Алексиевич,52,11и,5
9839369969,Иняхин Руслан Сергеевич,234,7и,5
8800999596,Знайкова Раиса Егоровна,148,11х,3
11283118796,Кашавцев Аркадий Леонидович,58,7а,4
12339701047,Пятернина Кристина Андреевна,445,7и,2
9875569370,Гусеева Карина Викторовна,263,9и,2
8979165916,Кастева Яна Сергеевна,108,7и,2
8636956510,Гришанин Тарас Павлович,113,10т,2
8309403448,Грамоткин Илья Викторович,195,8д,5
11342890033,Мелисин Геннадий Василиевич,465,10г,2
10465008126,Цинина Светлана Яковлевна,105,11г,5
9082723759,Петов Георгий Адамович,57,9а,2
9351458164,Реева Валентина Максимовна,146,11и,5
8866955363,Слесивых Мария Аркадьевна,35,7и,5
7321778248,Афтаева Полина Ивановна,193,10д,5
11233009604,Кривицкий Валентин Виталиевич,208,8х,5
12332668773,Чубатов Константин Леонидович,279,11а,4
10797912479,Партенков Геннадий Павлович,418,8х,3
10069029599,Черушев Григорий Борисович,84,7г,4
9222773670,Тютекин Георгий Тимофеевич,262,7а,2
11387416965,Янкевский Вячеслав Адамович,167,11г,4
12048907348,Сухручкина Клавдия Аркадьевна,177,7в,4
10678879844,Конофалова Клара Петровна,95,11д,5
9201698699,Лигасов Михаил Павлович,491,11г,4
9806824723,Писарьков Альберт Игоревич,313,8в,4
8993455114,Варов Кирилл Иванович,28,8а,5
9824691290,Пурынов Евгений Петрович,244,9и,3
14832420682,Супрутская Вероника Викторовна,187,9а,2
9673221996,Скроцкая Алина Федоровна,127,8г,3
7220412725,Барадулин Вадим Юрьевич,281,11х,3
10558568788,Точилин Дмитрий Фёдорович,476,8а,2
11286214888,Бикмуллин Руслан Валериевич,333,11т,2
9817325411,Серпичев Василий Алексиевич,394,10х,5
9245253195,Вострышев Яков Аркадиевич,343,8г,5
8592548010,Грушчева София Евгеньевна,480,11в,None
10409286249,Кулапов Александр Юрьевич,109,9б,5
12428158792,Чибисенков Владислав Фёдорович,375,8х,3
7342089501,Утилов Роман Василиевич,254,9х,2
11109451477,Татаурова Галина Федоровна,145,10т,4
11361431920,Визавитина Наталия Леонидовна,101,10г,2
9491635386,Мягченков Артём Денисович,115,7б,4
8084228329,Брикова Инна Богдановна,256,9б,4
11841281612,Наторкин Валентин Данилович,319,7и,2
10611723336,Эштрекова Софья Алексеевна,76,9в,3
9431741840,Кутаманова Кира Андреевна,182,10т,2
11275425795,Кыштымова Евгения Эдуардовна,255,8в,5
11742099659,Ккнязева Клавдия Дмитриевна,34,7б,5
10329172216,Глаголина Алиса Никитична,249,9д,2
8538585550,Рисина Раиса Валерьевна,451,10а,4
8051748772,Ребров Алексей Георгиевич,289,8и,3
14261907617,Вырысалова Александра Евгеньевна,39,11и,2
10325267532,Гомольский Владимир Юриевич,314,11х,5
9196723743,Швинова Марина Федоровна,271,8г,5
11764163180,Рудковская Инна Дмитриевна,6,7т,3
10284446496,Решеткина Дарья Василевна,408,10и,3
8916042248,Евстихеев Игорь Василиевич,422,10х,5
8872636794,Лазарина Алёна Федоровна,161,8б,3
11120303094,Гляченков Григорий Николаевич,431,10а,5
9940682445,Чардынцева Алина Вадимовна,135,10д,3
9620160255,Скаредов Яков Иванович,337,9т,5
10366775689,Юрицкий Эдуард Денисович,192,7д,3
11307190706,Кравчина Светлана Аркадьевна,413,11г,5
11444618523,Чмареткова Полина Вадимовна,449,10а,2
7645334522,Углова Галина Романовна,260,9г,3
11634034062,Згуровская Виктория Андреевна,220,9т,4
10776936751,Секерский Станислав Сергеевич,235,10а,4
10134036551,Жевайкин Евгений Адамович,86,11г,3
8364429407,Коточигов Семён Игоревич,26,9д,5
10923524168,Калонин Альберт Денисович,297,8б,2
9462544434,Валягин Григорий Антонович,94,10в,4
9242772295,Коцева Кристина Николаевна,412,9г,3
9722207976,Голина Кристина Максимовна,3,7х,3
11802192946,Батрамеев Анатолий Романович,354,9х,3
9423235998,Чикмарев Валентин Валериевич,306,9и,5
7861332935,Киницына Валерия Олеговна,202,7х,4
8860639361,Числин Юрий Денисович,121,7в,2
10036202482,Стебунова Юлия Романовна,358,9т,3
9106410125,Кацов Павел Павлович,236,10г,5
9498183390,Гоцев Тарас Викторович,41,8в,3
11128523691,Мотовицкий Роман Аркадиевич,31,11и,5
9665995456,Чурзина Клара Егоровна,308,10б,3
12192256097,Щепалкина Валерия Сергеевна,134,9б,4
9899176441,Утимишев Ярослав Игоревич,239,11а,3
10936391328,Алуханов Кирилл Фёдорович,298,7т,2
8835934744,Полунеев Валентин Валериевич,307,8и,2
12307976041,Крупенова Наталия Андреевна,209,7в,5
8139640326,Корнюшин Илья Юрьевич,44,10т,3
7673054840,Паушева Виолетта Никитична,310,8г,4
9488425222,Берзин Герасим Антонович,349,11т,5
8109510181,Шулунова Алла Алексеевна,54,7д,4
10628886603,Трепашова София Яковлевна,399,11а,2
13106187039,Чумейкин Константин Антонович,8,8б,5
8642517094,Польшиков Денис Игоревич,495,9и,2
11986088060,Медоусова Жанна Романовна,252,7б,2
10635631166,Акуратова Клавдия Андреевна,92,9г,5
11908489973,Курмеева Елизавета Валерьевна,486,8а,5
10827859266,Бадов Александр Аркадиевич,217,10г,3
10076933137,Бакушин Эдуард Адамович,265,7б,5
9532441970,Чебина Инна Сергеевна,273,10т,2
10164036286,Подледнова Наталья Ивановна,112,11и,3
7346008047,Садгеева Лиза Евгеньевна,460,11г,3
9673299511,Акушин Борис Павлович,493,9т,2
7922170787,Аришев Руслан Кириллович,379,10т,3
7786514273,Гуслова Кристина Олеговна,389,9в,2
9976563085,Глоточкина Оксана Аркадьевна,370,9и,5
11192711875,Шапина Маргарита Романовна,163,8б,5
9315012050,Дурылин Георгий Валериевич,261,11т,4
10428947820,Болкисева Анна Викторовна,248,7х,4
9233990241,Багапов Вячеслав Сергеевич,99,7д,4
8575347988,Люцарева Яна Аркадьевна,376,11б,2
9842731936,Боготынина София Егоровна,63,11б,5
8582541780,Саюшкин Игорь Алексиевич,211,11х,5
10466296334,Потешных Тамара Николаевна,468,11в,3
6655774645,Незлина Жанна Василевна,426,8б,5
11461345679,Федичева Вероника Кирилловна,37,7х,4
10710107360,Пустынкин Вадим Антонович,388,10в,5
9882181964,Аринакова Ирина Михайловна,150,8в,5
8053999756,Обиралкова Мария Егоровна,294,11т,5
13324127451,Аристарова Валентина Максимовна,443,11г,2
7094316311,Яуров Герасим Юрьевич,38,9а,5
10284706815,Духонькин Вячеслав Фёдорович,2,9в,4
9674135807,Гвасков Евгений Михаилович,402,9в,5
9252796400,Жабынина Галина Николаевна,185,7х,5
12175135099,Шерюкова Виолетта Романовна,440,9б,4
7486386169,Колокатов Пётр Евгеньевич,484,10в,3
9883810620,Шайдуков Андрей Михаилович,317,9и,4
9438393887,Смирнягина Дарья Игоревна,425,10в,4
7755921087,Штырева Ева Олеговна,258,11и,2
11694944540,Ашукин Вячеслав Михаилович,191,10т,4
10069324326,Рубченкова Галина Алексеевна,190,9в,3
7000562993,Зархин Иван Алексиевич,478,11и,5
9677393116,Адиотов Дмитрий Павлович,156,7б,3
9142655241,Тищенкова Раиса Валерьевна,79,7д,3
7662645029,Лозеев Илья Петрович,205,10д,2
11227875418,Кобяшов Герасим Михаилович,305,11т,2
8812193788,Ронова Клавдия Валерьевна,107,7и,4
11364503842,Стрижнов Алексей Евгеньевич,385,11г,3
9921295945,Волынский Алексей Виталиевич,362,11т,5
12458203707,Машонский Василий Данилович,23,9д,5
9757768911,Буриева Зинаида Аркадьевна,104,11д,4
10775498841,Борщина Алёна Ивановна,377,11а,5
9520450030,Белчков Олег Иванович,275,10а,4
10106761494,Остропиков Альберт Данилович,157,8г,2
11283422068,Оргонова Любовь Максимовна,264,7б,4
9329113718,Мальков Юрий Евгеньевич,228,7г,3
9213738699,Свльхова Наталья Вадимовна,160,9т,5
12405349664,Мякушков Герасим Леонидович,102,10т,3
6533362571,Межуев Георгий Юриевич,355,8г,4
11191292991,Чериншев Александр Сергеевич,439,8а,2
12090967308,Муниров Алексей Андреевич,117,11г,3
12074960925,Климухин Руслан Романович,269,10в,3
11651272473,Дембская Екатерина Никитична,64,11б,4
7107560711,Тюнеев Яков Фёдорович,417,10т,2
8512014042,Трушитин Антон Данилович,168,9х,3
11027985009,Балакишиев Роман Алексиевич,143,11х,5
12228476067,Немтюрева Валерия Аркадьевна,12,10г,4
11920432025,Складанова Клавдия Аркадьевна,257,9а,3
11063530423,Заходина Полина Леонидовна,93,10д,4
9433864808,Муринов Анатолий Борисович,171,11б,5
10514909760,Гришалова Любовь Евгеньевна,301,8т,3
13979603355,Ситчихин Станислав Георгиевич,247,8т,5
13543598645,Просяных Георгий Василиевич,366,9в,2
12073624574,Дзабиев Григорий Георгиевич,259,11д,5
9117963034,Рыбаулин Григорий Алексеевич,140,11а,5
9062574512,Тупиева Екатерина Ивановна,400,7д,2
9841587100,Куверчева Алена Ивановна,170,10д,3
11138809223,Цаблинова Виктория Богдановна,342,9г,4
10641596850,Синенков Григорий Леонидович,230,9в,5
8651944167,Лизункин Артур Олегович,4,11в,5
12000467019,Славущева Александра Эдуардовна,81,8а,5
12397631670,Шахвердов Дмитрий Антонович,132,11б,2
8748645246,Рапацкая Ольга Ивановна,223,10г,3
14031636824,Сторокожев Виталий Аркадиевич,159,9б,2
10740189741,Половодов Кирилл Николаевич,18,8т,5
11737019414,Халтанова Алена Дмитриевна,49,8б,3
8753715578,Заложнев Роман Фёдорович,448,8в,4
8998121548,Рыжих Кристина Аркадьевна,213,7а,4
8800476321,Буров Руслан Игоревич,405,11и,5
8541513254,Гачков Виталий Евгеньевич,277,9т,4
9877931434,Кадилов Геннадий Борисович,225,10в,3
9085699355,Гликина Алёна Эдуардовна,454,9б,3
11524038966,Ичкинина Любовь Андреевна,299,8г,5
9521301205,Мозшорина Кира Дмитриевна,65,8б,3
13250361109,Брижеватов Константин Борисович,152,11т,2
8372309329,Бучеров Тарас Викторович,429,10д,4
9914560472,Мисютина Валерия Эдуардовна,368,9г,2
8075624598,Льянов Федор Вадимович,328,8а,4
8619408045,Щуркин Георгий Яковлевич,180,8в,4
8463841448,Акулин Федор Адамович,241,10г,4
10398295958,Волженкова Екатерина Ивановна,233,9д,4
11280634971,Махометова София Викторовна,424,8и,3
9859675735,Зызлов Геннадий Антонович,274,7в,3
10025532644,Девляшова Кира Олеговна,51,11д,5
9637062699,Яковкина Алена Никитична,320,9т,5
7430206855,Бузулев Вадим Николаевич,331,10д,3
8486266474,Ганельский Юрий Юриевич,474,9д,3
9761789455,Шкапрова Ева Ивановна,371,7б,5
11725089918,Чичирин Владимир Георгиевич,11,10а,4
12076568566,Шилова Надежда Викторовна,124,9б,2
8233614507,Коваев Руслан Михаилович,487,9т,3
8403443756,Саверина Надежда Андреевна,407,11б,4
9741635864,Тишанкин Олег Адамович,334,9д,3
7572286616,Широпаев Валерий Сергеевич,406,9б,2
8455738523,Щепанин Олег Адамович,226,7а,3
9700504267,Оплетин Владислав Аркадиевич,361,10х,4
7476221330,Оденова Карина Андреевна,409,8и,4
10097809037,Семагин Альберт Андреевич,456,10х,4
10313105552,Черданцева Анастасия Олеговна,128,8х,3
10733468154,Лонцова Елизавета Эдуардовна,224,7х,3
7843304647,Сарсекеева Алёна Никитична,462,11и,4
7666390517,Аковецкий Антон Евгеньевич,500,8б,4
10876783296,Аратский Станислав Борисович,351,9и,2
8553628646,Чужриков Пётр Денисович,200,9в,3
11573975780,Никитшин Алексей Кириллович,111,11и,3
8983765183,Симендяев Василий Алексиевич,45,8д,4
8383008396,Ошитков Максим Сергеевич,151,10г,4
10273034229,Юрасов Евгений Романович,338,9и,3
7426818667,Головяшин Павел Юриевич,179,7г,5
12335176005,Манжурина Екатерина Сергеевна,219,7т,3
7926580531,Никурашин Олег Евгеньевич,291,11х,2
10876397766,Бехтерев Федор Вадимович,137,9х,3
13472965604,Годлевская Катерина Дмитриевна,403,11г,3
9804276219,Акиярова Алина Эдуардовна,9,11а,4
8664039281,Милина Алена Петровна,359,8г,3
8072708693,Воловин Борис Викторович,350,7т,2
11838658869,Туморина Ксения Федоровна,133,8б,5
11171449883,Желейков Вячеслав Яковлевич,199,8г,3
13226889629,Шишорнина Екатерина Алексеевна,183,8т,3
11385967202,Юумогулова Виолетта Игоревна,311,10х,3
8113748511,Рецков Денис Денисович,85,10д,2
11739735655,Химунина Елизавета Ивановна,392,7д,2
12210944443,Кобрянов Александр Алексиевич,455,7т,2
7374077307,Бирылов Тарас Данилович,243,11а,3
9993720366,Туфатулин Ярослав Леонидович,485,8х,4
10566991380,Долбишев Николай Аркадиевич,292,10б,5
12551217861,Махтумова Алёна Эдуардовна,186,10б,4
12306496221,Нарзаркин Алексей Романович,423,10т,2
10620237785,Куранина Алена Леонидовна,196,9б,4
10263821827,Ситюков Аркадий Евгеньевич,32,10в,3
9766070033,Мизюрова Алиса Никитична,176,7г,4
12223459642,Пандурова Алиса Дмитриевна,130,9б,2
9280395172,Жилейкин Борис Тимофеевич,91,7в,2
12477632876,Корпункова Виолетта Сергеевна,83,11а,3
12572848278,Пашохонова Анастасия Федоровна,467,9в,4
10084523554,Сузальцева Тамара Михайловна,357,8х,4
11448483051,Чиличкина Светлана Яковлевна,5,8в,5
12990924024,Шантыкова Карина Максимовна,198,10д,3
10335508819,Недосекин Владислав Яковлевич,457,10а,4
11289054151,Максимкин Федор Фёдорович,172,10г,2
10240163344,Матбиюшина Виктория Игоревна,237,8д,2
7770938392,Шишкунов Герасим Юрьевич,110,8т,4
10960069905,Сухинин Георгий Алексиевич,475,10х,4
9261234053,Бисеева Полина Романовна,48,7д,5
9433839280,Жукулов Михаил Денисович,60,11г,3
7153723585,Тоняев Герасим Петрович,378,9т,5
9983187039,Шушенкова Алёна Олеговна,36,7и,2
9446259562,Разроев Дмитрий Павлович,59,9а,2
9272375674,Баззаев Анатолий Данилович,339,9д,2
7934103013,Цекова Алла Олеговна,50,8д,2
11439253336,Аборонова Алиса Алексеевна,444,7г,5
7934152340,Ягловская Ева Олеговна,181,8в,4
10381795336,Шароварова Яна Романовна,175,8а,4
9021714965,Общев Яков Викторович,466,8а,4
12862630951,Ойзерская Катерина Эдуардовна,120,7х,2
10526888360,Прусский Ярослав Иванович,479,11б,2
8339778825,Лабинов Павел Алексеевич,272,7б,5
9114420222,Покровов Эдуард Павлович,312,8б,2
10731180029,Мачехин Эдуард Данилович,19,7д,3
9135118151,Кодорская Раиса Ивановна,27,11б,3
10761089010,Кондраева Марина Ивановна,469,9д,3
11289788173,Бульенков Валентин Иванович,136,10т,4
11129027004,Тагакова Вероника Яковлевна,393,8т,4
11215195131,Гершанова Любовь Евгеньевна,383,11т,5
9511473557,Салина Алена Егоровна,73,11в,5
9940345337,Фрумова Зинаида Аркадьевна,78,8а,4
8571017853,Хорняков Борис Борисович,13,8г,2
8056968063,Гдагазина Лиза Василевна,212,9т,5
10434453223,Агаршев Ярослав Михаилович,276,9т,2
9567416819,Корюшин Пётр Антонович,326,8х,2
7444826101,Калаев Пётр Алексиевич,68,8а,3
12177311949,Ккаталкина Виолетта Егоровна,53,7б,2
8202051996,Рачнов Герасим Алексеевич,103,10а,5
11393410639,Миндубаева Людмила Леонидовна,477,11и,2
9646105860,Агафьева Вера Ивановна,352,11х,3
8980163335,Житин Эдуард Адамович,481,9а,5
